ID,UCSC_RefGene_Group,UCSC_RefGene_Name
cg00426668,TSS1500,CAPN6
cg00427681,,
cg00428012,1stExon;5'UTR,ATP7A;ATP7A
cg00428314,Body;Body,UBE2A;UBE2A
cg00431602,TSS1500;TSS1500,SAT1;SAT1
cg00433220,Body,RP2
cg00433890,Body,RPS6KA3
cg00434413,Body;TSS1500,RENBP;NAA10
cg00451631,,
cg00452819,TSS200;TSS200,ARSD;ARSD
cg00455738,Body,ESX1
cg00456723,Body,SHROOM2
cg00457389,5'UTR;1stExon,SCML2;SCML2
cg00458505,TSS200,NHS
cg00459767,Body,EIF1AX
cg00466309,TSS1500;5'UTR;1stExon,LOC100131434;CXorf40A;CXorf40A
cg00466819,,
cg00467547,1stExon;1stExon,SH2D1A;SH2D1A
cg00467854,,
cg00473051,5'UTR;5'UTR;5'UTR;5'UTR,BCOR;BCOR;BCOR;BCOR
cg00473354,TSS200;TSS200,FTSJ1;FTSJ1
cg00478198,TSS1500;1stExon;5'UTR,LOC158572;USP27X;USP27X
cg00479885,3'UTR;3'UTR;1stExon,FAM127B;FAM127B;FAM127B
cg00481999,5'UTR,ZNF81
cg00484111,,
cg00484940,TSS1500;TSS1500,DACH2;DACH2
cg00488364,TSS1500,IL13RA2
cg00489811,,
cg00491350,Body,CXorf36
cg00497084,1stExon;5'UTR;1stExon;5'UTR;1stExon;5'UTR,PPEF1;PPEF1;PPEF1;PPEF1;PPEF1;PPEF1
cg00510327,TSS1500;TSS1500,RLIM;RLIM
cg00514746,,
cg00517765,TSS1500;TSS1500;TSS1500,PPEF1;PPEF1;PPEF1
cg00523465,TSS200,FAM127C
cg00524424,TSS200,CACNA1F
cg00525383,TSS1500,ZIC3
cg00529027,TSS1500,GABRQ
cg00531965,Body,VCX3A
cg00536175,5'UTR;1stExon,GATA1;GATA1
cg00538420,TSS1500,IRS4
cg00543604,,
cg00547789,5'UTR;1stExon,RAB39B;RAB39B
cg00550141,Body;TSS1500;TSS1500,PCYT1B;PCYT1B;PCYT1B
cg00551957,Body,CXorf36
cg00553200,TSS200,RENBP
cg00554969,Body;5'UTR;Body,TBX22;TBX22;TBX22
cg00570097,,
cg00571700,TSS1500,PNCK
cg00572146,,
cg00573298,1stExon;5'UTR,MED14;MED14
cg00574800,Body,ESX1
cg00575851,Body,NCRNA00087
cg00577623,3'UTR;1stExon,ZXDA;ZXDA
cg00578645,,
cg00581583,3'UTR,SYP
cg00582864,TSS200;Body;Body,MIR502;CLCN5;CLCN5
cg00583618,Body;TSS200;Body;Body,MAGIX;MAGIX;MAGIX;MAGIX
cg00583858,Body;TSS200,VGLL1;MIR934
cg00584971,TSS1500;TSS1500,PCDH19;PCDH19
cg00586014,Body,ZNF157
cg00586321,,
cg00588456,,
cg00592494,,
cg00594844,Body;Body,ATRX;ATRX
cg00595610,Body,FAM9B
cg00595697,TSS1500,ATXN3L
cg00596686,TSS200,STS
cg00597858,5'UTR;TSS200;TSS200,MAGED1;MAGED1;MAGED1
cg00598664,Body;TSS200,PNCK;PNCK
cg00600110,TSS200;TSS200,FAM9A;FAM9A
cg00603890,Body;5'UTR;1stExon;Body,CXorf56;CXorf56;CXorf56;CXorf56
cg00604086,TSS1500,YIPF6
cg00606069,3'UTR,PHEX
cg00607036,TSS1500;1stExon,NDUFA1;RNF113A
cg00608151,5'UTR,PABPC5
cg00609239,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,ARMCX5;ARMCX5;ARMCX5;ARMCX5;ARMCX5;ARMCX5
cg00611101,TSS200,TCEAL2
cg00612628,,
cg00614938,Body,GUCY2F
cg00615010,,
cg00615738,5'UTR;5'UTR,BCOR;BCOR
cg00615794,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2
cg00618396,TSS200,VBP1
cg00619443,TSS1500;TSS1500;TSS1500;TSS1500,CHRDL1;CHRDL1;CHRDL1;CHRDL1
cg00620602,,
cg00621925,Body;5'UTR;TSS1500;1stExon;5'UTR;1stExon;5'UTR,BCAP31;BCAP31;ABCD1;BCAP31;BCAP31;BCAP31;BCAP31
cg00622384,TSS200,RPL39
cg00622389,TSS200;TSS200,ARMCX2;ARMCX2
cg00623388,TSS1500,BCORL1
cg00625743,TSS1500,TFDP3
cg00625841,TSS200,FAM127C
cg00627024,TSS1500;1stExon;5'UTR;Body;TSS1500,CXorf58;APOO;APOO;APOO;CXorf58
cg00632130,TSS1500,ZNF630
cg00632374,TSS1500,CHST7
cg00634642,1stExon;1stExon,UTP14A;UTP14A
cg00636562,Body;TSS200;Body;TSS200,UXT;LOC100133957;UXT;LOC100133957
cg00641092,,
cg00644637,,
cg00645049,TSS200,ATP6AP1
cg00646140,TSS200;TSS200,ARSD;ARSD
cg00646659,TSS1500,PIM2
cg00648125,TSS200,NUDT10
cg00650640,TSS200;TSS200,EGFL6;EGFL6
cg00651446,TSS1500,TCEAL2
cg00658396,Body,PRKX
cg00661180,Body;Body;Body;TSS200;Body;TSS200;TSS200;Body;Body;TSS200;Body;Body;Body;Body;Body;Body;Body;TSS200,DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD
cg00666173,1stExon,CHST7
cg00667781,TSS1500,HUWE1
cg00668426,TSS200,BEX1
cg00668694,TSS200;5'UTR,PNPLA4;PNPLA4
cg00673020,TSS1500,MOSPD1
cg00673685,3'UTR,ZCCHC16
cg00675244,TSS1500,PAGE2B
cg00679603,TSS200,PCYT1B
cg00679726,,
cg00680081,TSS200,FAM46D
cg00680673,TSS1500;TSS200;TSS1500;TSS1500,OTUD5;OTUD5;OTUD5;OTUD5
cg00685229,TSS1500;TSS1500;TSS1500;TSS1500,SEPT6;SEPT6;SEPT6;SEPT6
cg00685925,TSS200,TBC1D25
cg00688681,,
cg00690049,TSS1500;5'UTR;TSS1500,MAGED2;MAGED2;MAGED2
cg00692892,,
cg00694968,Body;Body,HTR2C;MIR1911
cg00695046,Body;5'UTR,TAF7L;TAF7L
cg00695324,TSS1500,TEX13B
cg00697812,3'UTR,RAB39B
cg00698744,,
cg00705055,Body,KCND1
cg00713642,Body,IGBP1
cg00714323,Body,CA5BP
cg00715011,TSS1500;5'UTR;1stExon,HMGN5;SH3BGRL;SH3BGRL
cg00718129,Body,WWC3
cg00718858,,
cg00719224,TSS1500;TSS1500;TSS1500,MIR424;MGC16121;MIR503
cg00721658,,
cg00722467,Body,SHROOM2
cg00723034,Body,CXorf26
cg00723973,TSS200,RP2
cg00723997,Body,PCSK1N
cg00724728,TSS1500;TSS1500,STARD8;STARD8
cg00725777,TSS1500;TSS1500,NGFRAP1;NGFRAP1
cg00725912,Body;Body,PRPS2;PRPS2
cg00727483,TSS200,ARHGEF9
cg00729461,5'UTR;1stExon,CCDC160;CCDC160
cg00730224,Body;5'UTR;1stExon,MAGEC3;MAGEC3;MAGEC3
cg00735876,TSS1500,MAP7D3
cg00735883,,
cg00735885,3'UTR,LHFPL1
cg00738702,,
cg00739467,,
cg00739582,TSS1500;TSS1500,MIR888;MIR890
cg00739787,5'UTR;TSS1500;1stExon;1stExon;5'UTR,MST4;MST4;MST4;MST4;MST4
cg00741717,TSS1500;Body,TLR8;LOC349408
cg00742240,3'UTR,MECP2
cg00743068,TSS200;TSS200,ATRX;ATRX
cg00743412,TSS1500,FLJ30058
cg00744851,Body;Body,PLXNB3;PLXNB3
cg00745293,TSS1500;TSS1500,TCEAL3;TCEAL3
cg00748144,,
cg00750740,,
cg00751785,1stExon,KDM6A
cg00752874,1stExon,IRS4
cg00757453,,
cg00762681,TSS1500,CCDC160
cg00763315,Body;TSS1500;TSS1500,NCRNA00182;MIR374B;MIR421
cg00763725,TSS200,TMLHE
cg00763907,TSS1500;Body,RBMXL3;LRCH2
cg00765686,Body,NHS
cg00765885,5'UTR,TMSB15A
cg00767637,1stExon;5'UTR,PABPC1L2B;PABPC1L2B
cg00768158,Body,SYP
cg00768439,TSS1500;TSS1500;TSS200;TSS1500;TSS1500,FAM133A;FAM133A;NAP1L3;FAM133A;FAM133A
cg00769064,Body,ZIC3
cg00769799,TSS200,HPRT1
cg00771185,3'UTR,MED14
cg00772918,Body;Body,PDK3;PDK3
cg00772962,TSS1500;TSS1500;Body;TSS1500;TSS1500;Body;TSS1500;Body;Body;TSS1500;Body,GAGE12G;GAGE12D;GAGE2A;GAGE12C;GAGE12E;GAGE8;GAGE12B;GAGE8;GAGE2E;GAGE12H;GAGE2A
cg00773875,Body,MAGEB18
cg00775115,TSS1500;TSS1500,ZNF41;ZNF41
cg00775286,3'UTR;3'UTR;Body;Body,CNKSR2;CNKSR2;CNKSR2;CNKSR2
cg00776430,TSS200,TSPYL2
cg00779763,1stExon;1stExon,SYN1;SYN1
cg00780578,Body,FAM155B
cg00781047,TSS1500;Body,NHS;NHS
cg00781978,Body,CXorf38
cg00783137,Body,ESX1
cg00785877,TSS200,CAPN6
cg00787015,Body,CXorf38
cg00788815,,
cg00790086,1stExon;5'UTR,RP2;RP2
cg00799224,TSS200,PHKA2
cg00800095,TSS1500,PNMA3
cg00803922,Body;TSS1500,PDZD11;KIF4A
cg00804510,Body;Body,BRCC3;BRCC3
cg00805116,TSS200;1stExon;1stExon;5'UTR;5'UTR,LOC401588;ZNF674;ZNF674;ZNF674;ZNF674
cg00805156,5'UTR,MXRA5
cg00809111,TSS200,FLJ30058
cg00810519,5'UTR;TSS200;TSS200;1stExon,SLC35A2;SLC35A2;SLC35A2;SLC35A2
cg00810883,5'UTR;1stExon,POU3F4;POU3F4
cg00812293,Body;Body;TSS1500,CLCN5;CLCN5;CLCN5
cg00812634,TSS200,FMR1NB
cg00813142,Body,PRDX4
cg00813156,1stExon;5'UTR;5'UTR;TSS200;1stExon;TSS1500;TSS200;Body,IKBKG;IKBKG;IKBKG;G6PD;IKBKG;G6PD;IKBKG;IKBKG
cg00813765,TSS200,CT45A1
cg00813999,5'UTR;1stExon,CYSLTR1;CYSLTR1
cg00815013,TSS1500;TSS200;Body;TSS1500;TSS1500,COL4A5;COL4A6;COL4A6;COL4A5;COL4A5
cg00815770,TSS1500;Body;Body;TSS1500,CXorf58;APOO;APOO;CXorf58
cg00816548,TSS200,COX7B
cg00817749,3'UTR,DYNLT3
cg00817885,TSS1500,SERPINA7
cg00818649,TSS200;TSS200;TSS200,CASK;CASK;CASK
cg00819012,,
cg00820131,TSS1500;5'UTR;Body,STARD8;STARD8;STARD8
cg00822942,Body,FGD1
cg00822998,TSS200;TSS200;Body,IQSEC2;IQSEC2;IQSEC2
cg00823357,TSS1500,EFNB1
cg00824273,TSS200,VENTXP1
cg00824714,Body;Body;Body,GAGE2E;GAGE13;GAGE8
cg00825441,TSS1500,APLN
cg00829575,5'UTR;5'UTR;TSS200,MID1IP1;MID1IP1;MID1IP1
cg00831032,,
cg00832136,TSS200,CXorf22
cg00832270,TSS200,PGK1
cg00834229,TSS200,USP51
cg00839572,TSS1500,EFNB1
cg00839869,Body;Body;Body,MAGED1;MAGED1;MAGED1
cg00845806,Body,VBP1
cg00849191,Body;TSS1500,PNCK;PNCK
cg00850648,5'UTR;Body;Body,FGF13;FGF13;FGF13
cg00854925,,
cg00854963,TSS200;TSS200;TSS200,NLGN3;NLGN3;NLGN3
cg00855706,TSS1500,PGK1
cg00855923,TSS200,SMPX
cg00861899,TSS200,BMX
cg00862041,TSS1500;TSS1500,GPRASP2;GPRASP2
cg00868980,Body,MIR1468
cg00869298,TSS1500,NDUFA1
cg00874863,TSS1500,LHFPL1
cg00877056,Body;Body,MID2;MID2
cg00877150,5'UTR;5'UTR,BCOR;BCOR
cg00878023,1stExon;1stExon;5'UTR;1stExon;5'UTR;5'UTR;5'UTR;1stExon,CNKSR2;CNKSR2;CNKSR2;CNKSR2;CNKSR2;CNKSR2;CNKSR2;CNKSR2
cg00881203,Body,MTMR1
cg00881487,Body,MXRA5
cg00881557,,
cg00883449,TSS1500,ZNF630
cg00890110,Body,RHOXF1
cg00895705,TSS200;TSS200,WNK3;WNK3
cg00898159,,
cg00901211,Body;1stExon,LOC100303728;SLC25A5
cg00901375,TSS1500;TSS1500;TSS1500,FAM70A;FAM70A;FAM70A
cg00901393,Body;Body;TSS1500,CLCN5;CLCN5;MIR660
cg00902308,TSS1500,ATP6AP2
cg00904184,TSS1500,FAM123B
cg00907920,1stExon;5'UTR,RHOXF1;RHOXF1
cg00908601,3'UTR;3'UTR,FOXO4;FOXO4
cg00909097,Body,PDHA1
cg00909388,Body,WWC3
cg00910720,Body,NXT2
cg00911398,TSS1500,ARSF
cg00911962,Body;Body;Body;Body,SEPT6;SEPT6;SEPT6;SEPT6
cg00913945,3'UTR;3'UTR;3'UTR,MAGEA8;MAGEA8;MAGEA8
cg00914218,,
cg00916680,,
cg00917018,TSS1500,LDOC1
cg00917362,1stExon;Body;3'UTR;TSS1500,F8A1;F8;F8A1;F8
cg00920314,Body,UBE2DNL
cg00920537,TSS200;TSS200;TSS200,PHF6;PHF6;PHF6
cg00920960,TSS1500,XIAP
cg00926894,5'UTR;5'UTR,RGN;RGN
cg00928753,,
cg00929476,,
cg00931201,TSS200,CA5B
cg00932276,5'UTR;1stExon;5'UTR;1stExon,EGFL6;EGFL6;EGFL6;EGFL6
cg00933162,,
cg00934057,Body;Body;Body;Body,BCAP31;BCAP31;BCAP31;BCAP31
cg00935394,TSS1500;TSS1500,HCCS;HCCS
cg00935924,TSS200;TSS200,UBE2A;UBE2A
cg00936342,5'UTR;5'UTR;5'UTR;5'UTR,TRMT2B;TRMT2B;TRMT2B;TRMT2B
cg00936349,,
cg00936435,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,FAM104B;FAM104B;FAM104B;FAM104B;FAM104B;FAM104B;FAM104B;FAM104B
cg00937263,5'UTR;1stExon,KIAA2022;KIAA2022
cg00938039,3'UTR;3'UTR,NLGN4X;NLGN4X
cg00938641,Body;Body,PLXNB3;PLXNB3
cg00939965,5'UTR;5'UTR,PRRG1;PRRG1
cg00940232,Body;5'UTR;5'UTR;Body;TSS1500,RBMX;RBMX;RBMX;RBMX;SNORD61
cg00940287,,
cg00941549,TSS1500;TSS1500,AKAP4;AKAP4
cg00947275,TSS1500;TSS1500;TSS1500,LAS1L;LAS1L;LAS1L
cg00948677,,
cg00953793,Body,RPS6KA3
cg00958651,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,AFF2;AFF2;AFF2;AFF2;AFF2
cg00960300,Body,BCYRN1
cg00960898,1stExon,GPR101
cg00962635,5'UTR;5'UTR,SYTL4;SYTL4
cg00962799,TSS200,SSX8
cg00963467,TSS200,HMGB3
cg00965330,Body;5'UTR,ZNF182;ZNF182
cg00966524,Body;TSS1500,VGLL1;MIR934
cg00968475,5'UTR;5'UTR;1stExon;5'UTR;1stExon;1stExon;1stExon;1stExon;5'UTR;5'UTR;5'UTR;1stExon,BHLHB9;BHLHB9;BHLHB9;BHLHB9;BHLHB9;BHLHB9;BHLHB9;BHLHB9;BHLHB9;BHLHB9;BHLHB9;BHLHB9
cg00968771,5'UTR;TSS200;TSS200;5'UTR;5'UTR;TSS200,ARMCX5;ARMCX5;ARMCX5;ARMCX5;ARMCX5;ARMCX5
cg00969573,Body,APOOL
cg00975326,TSS1500,CXorf23
cg00977690,,
cg00979376,1stExon,KCND1
cg00981643,TSS1500;TSS1500,MECP2;MECP2
cg00981879,,
cg00984611,,
cg00988678,5'UTR;TSS200;1stExon,RNF113A;NDUFA1;RNF113A
cg00993140,TSS1500;TSS1500,DACH2;DACH2
cg00994038,TSS1500;TSS1500,ZDHHC9;ZDHHC9
cg00996177,5'UTR;1stExon;1stExon;5'UTR,RPGR;RPGR;RPGR;RPGR
cg00997174,Body,LOC550643
cg00997875,TSS1500,MSN
cg01000789,1stExon;5'UTR;TSS200,PDZD11;PDZD11;KIF4A
cg01001959,,
cg01003197,TSS1500,OPHN1
cg01003813,Body;Body;Body,XG;XG;XG
cg01004447,,
cg01004805,Body;Body,ERCC6L;PIN4
cg01005760,TSS1500,RAB41
cg01008082,Body;Body;Body;Body,CASK;CASK;GPR82;CASK
cg01008919,TSS200;TSS200;TSS200,NLGN3;NLGN3;NLGN3
cg01009686,5'UTR,ATP7A
cg01010298,TSS1500,MIR651
cg01010618,5'UTR;5'UTR;5'UTR;TSS200;5'UTR,IGSF1;IGSF1;IGSF1;IGSF1;IGSF1
cg01013491,,
cg01019600,,
cg01022618,Body,ZNF185
cg01024350,TSS1500,HDX
cg01037726,Body;Body,PNCK;PNCK
cg01039990,,
cg01043588,,
cg01044189,,
cg01046746,,
cg01051089,TSS1500,CXorf23
cg01052065,5'UTR;5'UTR;5'UTR,PAK3;PAK3;PAK3
cg01054612,,
cg01055931,Body;Body,FLNA;FLNA
cg01056373,5'UTR;1stExon;5'UTR;1stExon;TSS1500,NSDHL;NSDHL;NSDHL;NSDHL;CETN2
cg01057599,TSS200;TSS200,UPRT;UPRT
cg01058588,1stExon;5'UTR;1stExon;1stExon;TSS1500;Body;5'UTR;5'UTR;TSS1500,IKBKG;IKBKG;IKBKG;G6PD;IKBKG;IKBKG;IKBKG;G6PD;G6PD
cg01058688,3'UTR,LUZP4
cg01058932,TSS1500,PFKFB1
cg01062269,TSS200;1stExon;5'UTR,TIMM8A;TIMM8A;TIMM8A
cg01063406,3'UTR,ZIC3
cg01063768,Body;Body;Body;Body;Body;Body,AFF2;AFF2;AFF2;AFF2;AFF2;AFF2
cg01064194,Body;5'UTR,NXF5;NXF5
cg01067505,,
cg01069311,,
cg01070223,1stExon,FAM47B
cg01072750,TSS1500,LUZP4
cg01076406,Body;TSS1500;TSS1500,NCRNA00182;MIR374B;MIR421
cg01078565,TSS200,MAGEB2
cg01078706,,
cg01079126,TSS1500,MTMR1
cg01080552,5'UTR,ARSF
cg01080862,TSS200,IL13RA1
cg01081720,TSS1500,EFNB1
cg01083397,Body;5'UTR,MECP2;MECP2
cg01084328,,
cg01084827,TSS200,USP51
cg01086868,1stExon;5'UTR,AR;AR
cg01087287,,
cg01087775,TSS1500;TSS1500,ATRX;ATRX
cg01098518,,
cg01098871,TSS1500,WDR45
cg01099541,TSS1500,FAM127A
cg01104131,1stExon;Body,RBMXL3;LRCH2
cg01104810,TSS1500,HUWE1
cg01108554,TSS1500;TSS1500,SLC25A14;SLC25A14
cg01109012,TSS1500,DYNLT3
cg01109660,3'UTR;3'UTR;3'UTR;3'UTR,GPR64;GPR64;GPR64;GPR64
cg01110418,TSS1500,FLJ44635
cg01110765,5'UTR;5'UTR,BCOR;BCOR
cg01112232,3'UTR,TCEAL2
cg01112452,5'UTR,ZCCHC12
cg01112624,Body;Body,SYN1;SYN1
cg01112702,3'UTR;3'UTR,DKC1;DKC1
cg01112930,Body;Body;Body;TSS1500;TSS1500;Body;TSS1500;Body;TSS1500;Body;Body;TSS1500;Body;Body;Body;Body;Body;Body,DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD
cg01114138,5'UTR;1stExon,ZFX;ZFX
cg01114504,TSS200,PAGE2
cg01115560,TSS1500,MAGEE1
cg01115636,3'UTR;3'UTR,MCTS1;MCTS1
cg01118900,TSS1500,ARMCX4
cg01119520,TSS1500;Body,DLG3;DLG3
cg01119763,5'UTR;5'UTR,PRRG1;PRRG1
cg01120006,Body;Body;Body,SLC35A2;SLC35A2;SLC35A2
cg01120894,TSS200,RAB33A
cg01121830,5'UTR;1stExon;1stExon;5'UTR,RPGR;RPGR;RPGR;RPGR
cg01123965,,
cg01125381,TSS1500;1stExon;5'UTR,LOC158572;USP27X;USP27X
cg01127291,5'UTR,FAM123B
cg01127586,TSS200,LOC92249
cg01131699,5'UTR;1stExon,ARHGEF6;ARHGEF6
cg01131961,Body;Body,DRP2;DRP2
cg01132485,Body,CXorf66
cg01133413,TSS200;TSS200,PAGE5;PAGE5
cg01134144,TSS200,ARHGEF6
cg01134497,TSS200,DCAF8L1
cg01135626,1stExon,CDX4
cg01137368,Body,IL1RAPL1
cg01138740,5'UTR;Body;5'UTR;Body,FGF13;FGF13;FGF13;FGF13
cg01140782,Body;Body,FAM58A;FAM58A
cg01142317,TSS1500,ZMAT1
cg01143780,,
cg01145939,Body,WWC3
cg01146870,,
cg01150083,1stExon,GPKOW
cg01151305,,
cg01162841,TSS1500;Body,SH3KBP1;SH3KBP1
cg01162900,Body,MTMR1
cg01166930,5'UTR;TSS1500;5'UTR,ZNF674;LOC401588;ZNF674
cg01169440,Body;TSS1500,SLC25A5;LOC100303728
cg01169463,TSS200;5'UTR,PNPLA4;PNPLA4
cg01172484,1stExon;5'UTR,MAGEH1;MAGEH1
cg01172526,Body,ARSD
cg01173474,TSS200,CCDC160
cg01173508,3'UTR;3'UTR;3'UTR;3'UTR,DCX;DCX;DCX;DCX
cg01177664,5'UTR;5'UTR,PNPLA4;PNPLA4
cg01177972,,
cg01178063,1stExon,OTUD6A
cg01186310,1stExon,RAB41
cg01187510,TSS200,MCART6
cg01191578,1stExon;5'UTR,PFKFB1;PFKFB1
cg01191832,1stExon,ZXDB
cg01191902,TSS200,PRAF2
cg01193954,3'UTR;3'UTR;3'UTR,HEPH;HEPH;HEPH
cg01195014,5'UTR,MAGED1
cg01203948,TSS1500,CDK16
cg01207481,5'UTR;5'UTR;5'UTR;5'UTR,WBP5;WBP5;WBP5;WBP5
cg01207755,TSS200;TSS200,CLCN5;CLCN5
cg01210880,Body;Body,GRIA3;GRIA3
cg01212429,Body;Body;Body,CD99L2;CD99L2;CD99L2
cg01212677,TSS200;TSS200,PDK3;PDK3
cg01212903,,
cg01215061,5'UTR;1stExon,TGIF2LX;TGIF2LX
cg01215118,,
cg01215761,,
cg01218690,TSS1500;Body,AR;AR
cg01219451,,
cg01220513,Body,SH3KBP1
cg01222180,Body,GPR50
cg01225298,Body;Body,HS6ST2;HS6ST2
cg01227136,,
cg01228667,TSS1500,GPR101
cg01231576,TSS1500,PNCK
cg01241836,TSS1500,TFE3
cg01243226,TSS1500,ZRSR2
cg01244877,Body;Body,FLNA;FLNA
cg01245531,5'UTR;Body;Body,FGF13;FGF13;FGF13
cg01257202,Body;Body,DKC1;DKC1
cg01274846,TSS1500,ZFP92
cg01275664,,
cg01279057,Body;TSS1500,ZNF157;SNORA11C
cg01280366,5'UTR,BCORL1
cg01282374,Body,TMEM27
cg01282661,TSS1500;TSS1500;TSS1500;TSS1500,MAGIX;MAGIX;MAGIX;MAGIX
cg01283227,5'UTR,CDKL5
cg01284128,TSS200,ZNF645
cg01286388,TSS200,MAGT1
cg01288367,5'UTR;5'UTR;5'UTR,PJA1;PJA1;PJA1
cg01289637,TSS1500,LRCH2
cg01290688,TSS1500;Body,USP27X;LOC158572
cg01290869,TSS1500;TSS1500,HSFX2;HSFX1
cg01293271,3'UTR;1stExon,SOX3;SOX3
cg01293417,Body,TAF9B
cg01296971,,
cg01301326,5'UTR;5'UTR,BCOR;BCOR
cg01302641,1stExon;1stExon;5'UTR;5'UTR,USP9X;USP9X;USP9X;USP9X
cg01303569,Body;TSS1500;TSS200;TSS1500;TSS200;TSS200;TSS200;Body;TSS1500;TSS200;TSS200,TIMM17B;PQBP1;PQBP1;PQBP1;PQBP1;PQBP1;PQBP1;TIMM17B;PQBP1;PQBP1;PQBP1
cg01306265,5'UTR;5'UTR,ARMCX2;ARMCX2
cg01307615,TSS1500,CAPN6
cg01307742,Body;Body;Body,GJB1;BCYRN1;GJB1
cg01308913,,
cg01309671,5'UTR;5'UTR;5'UTR;5'UTR;1stExon;Body;1stExon;1stExon;5'UTR;1stExon;1stExon;1stExon;5'UTR,FAM122C;FAM122C;FAM122C;FAM122C;FAM122C;FAM122C;FAM122C;FAM122C;FAM122C;FAM122C;FAM122C;FAM122C;FAM122C
cg01310267,1stExon;5'UTR,GPM6B;GPM6B
cg01314643,5'UTR;1stExon,SPIN4;SPIN4
cg01316390,,
cg01317752,5'UTR,VCX
cg01318188,1stExon;TSS1500;5'UTR;TSS1500;TSS1500,STAG2;STAG2;STAG2;STAG2;STAG2
cg01319581,TSS1500;TSS1500,CTPS2;CTPS2
cg01321220,Body;Body,P2RY10;P2RY10
cg01321830,5'UTR;5'UTR,BCOR;BCOR
cg01325935,5'UTR;Body,STARD8;STARD8
cg01326358,,
cg01327767,,
cg01331780,TSS200;5'UTR;5'UTR,MAGEB1;MAGEB1;MAGEB1
cg01333849,TSS200,PGRMC1
cg01336098,3'UTR,MBTPS2
cg01336631,1stExon;5'UTR,FMR1NB;FMR1NB
cg01337545,TSS200;TSS200,ARSD;ARSD
cg01337817,5'UTR,DUSP9
cg01340520,5'UTR;5'UTR,BCOR;BCOR
cg01342901,1stExon,ANKRD58
cg01343084,1stExon,FGD1
cg01345087,5'UTR;1stExon;5'UTR;1stExon,SYN1;SYN1;SYN1;SYN1
cg01348758,5'UTR;1stExon;TSS200,SH3BGRL;SH3BGRL;HMGN5
cg01348942,Body,RAB40A
cg01349336,TSS1500;TSS1500,HSD17B10;HSD17B10
cg01349480,5'UTR;Body;Body,FGF13;FGF13;FGF13
cg01353347,1stExon;1stExon;1stExon,IRAK1;IRAK1;IRAK1
cg01353788,TSS200;TSS200;TSS200;TSS200;TSS200,AFF2;AFF2;AFF2;AFF2;AFF2
cg01353903,1stExon;1stExon,PCDH19;PCDH19
cg01354447,1stExon,FTHL17
cg01355242,TSS1500;TSS1500,KLF8;KLF8
cg01359309,Body,NCRNA00182
cg01361446,1stExon,IL2RG
cg01364253,,
cg01364818,TSS200,ZNF280C
cg01364907,,
cg01366378,,
cg01368763,Body,PDZD4
cg01370077,TSS1500,VMA21
cg01370179,Body,HCFC1
cg01372422,,
cg01372992,5'UTR;5'UTR;1stExon;1stExon,ENOX2;ENOX2;ENOX2;ENOX2
cg01373750,TSS1500,MAGEB10
cg01374431,TSS200;TSS200,BEX4;BEX4
cg01374885,TSS1500,MIR508
cg01375263,5'UTR;1stExon,SPIN2A;SPIN2A
cg01375994,Body,MXRA5
cg01377936,5'UTR;Body;Body;1stExon;5'UTR;1stExon;1stExon;Body;Body;Body;Body;1stExon;5'UTR;1stExon;Body;5'UTR;5'UTR,DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD
cg01378112,1stExon;Body,YY2;MBTPS2
cg01379263,TSS1500;TSS1500,STARD8;STARD8
cg01381545,5'UTR;5'UTR;5'UTR;5'UTR,GPR64;GPR64;GPR64;GPR64
cg01382771,TSS1500,GLRA4
cg01383228,,
cg01383599,,
cg01384686,TSS200;1stExon;5'UTR,HTATSF1;HTATSF1;HTATSF1
cg01386236,5'UTR;1stExon;5'UTR,BEX5;BEX5;BEX5
cg01396530,,
cg01397290,TSS1500;TSS1500,PRRG1;PRRG1
cg01398148,1stExon,CXorf27
cg01398859,,
cg01398912,Body;Body;Body;Body;Body,AFF2;AFF2;AFF2;AFF2;AFF2
cg01404374,Body;TSS1500,MIR1256;H2BFM
cg01404988,1stExon;TSS1500;5'UTR;TSS1500,SMC1A;RIBC1;SMC1A;RIBC1
cg01405303,,
cg01408260,TSS1500;Body,TMSB15B;MIR1256
cg01408383,5'UTR;5'UTR,PIGA;PIGA
cg01408682,TSS1500,FAM9C
cg01409685,3'UTR,RAP2C
cg01410230,TSS200,RPL36A
cg01411845,TSS1500,DDX3X
cg01413240,Body,CHIC1
cg01413291,Body,TMEM187
cg01413492,TSS1500,SPACA5
cg01415112,Body,CXorf39
cg01419069,,
cg01423027,TSS200,AP1S2
cg01426251,,
cg01430241,Body,GDI1
